序号,歌名,专辑,时长,链接
474,Runaway,The Best Damn Thing/Under My Skin,3:48,https://y.qq.com/n/ryqq/songDetail/000aFKkI2UBNM2
475,若当来世,狐妖小红娘 动画原声带,3:34,https://y.qq.com/n/ryqq/songDetail/0005Y0qE4b8qoi
476,弱点,弱点,3:40,https://y.qq.com/n/ryqq/songDetail/000ZBuWd2pvizN
477,弱点,贺敬轩告I,3:40,https://y.qq.com/n/ryqq/songDetail/002388zA2zKj3n
478,入阵曲,步步 自选作品辑 the Best of 1999-2013,3:29,https://y.qq.com/n/ryqq/songDetail/002AWnlx0x7jOy
479,Sacred Play Secret Place,Laideronnette,5:17,https://y.qq.com/n/ryqq/songDetail/004Lv7SQ0rvDTt
480,Sacred Play SecretPlace_雨夜,Sacred Play SecretPlace_雨夜,3:46,https://y.qq.com/n/ryqq/songDetail/003uGC5d0HinsV
481,Sakura,SONGBIRD SIMPLY BEAUTIFUL VOICES,4:32,https://y.qq.com/n/ryqq/songDetail/003sHPWE3veRsx
482,三国恋,Fighting！生存之道,4:06,https://y.qq.com/n/ryqq/songDetail/004eLxeo1h5x3L
483,三国乱世,胡思乱想,4:05,https://y.qq.com/n/ryqq/songDetail/003tPUKK0fLYQj
484,三国杀,好安静,3:47,https://y.qq.com/n/ryqq/songDetail/003CV1Xy2mieXJ
485,三生三世,三生三世十里桃花 电视剧原声专辑,4:17,https://y.qq.com/n/ryqq/songDetail/000hscqh1l8UlG
486,Santa Tell Me,Santa Tell Me,3:24,https://y.qq.com/n/ryqq/songDetail/003IHmxv45bhCR
487,Save Me A Spark,Madness (Deluxe Edition),3:39,https://y.qq.com/n/ryqq/songDetail/001ynUnL2jCqZt
488,Sea,Gentle as water,2:49,https://y.qq.com/n/ryqq/songDetail/000Zchab175Cxi
489,secret base ~君がくれたもの~ (secret base ～你给我的所有～) (Memento mori Ver.),secret base～君がくれたもの～ (secret base～你给我的所有～),4:40,https://y.qq.com/n/ryqq/songDetail/0038cXre3xTgYN
490,Secret of my heart (内心的秘密),Secret of my heart (内心的秘密),4:27,https://y.qq.com/n/ryqq/songDetail/001f8FoZ4BKClJ
491,See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack (Explicit),3:49,https://y.qq.com/n/ryqq/songDetail/0022R1L82mb8Hp
492,Seek,电击文库：零境交错 主题曲合集,3:47,https://y.qq.com/n/ryqq/songDetail/0042adoc3kwXXj
493,渋谷アクアリウム,渋谷アクアリウム,3:43,https://y.qq.com/n/ryqq/songDetail/004V6LCK1BB9N6
494,Setsuna,Setsuna,2:55,https://y.qq.com/n/ryqq/songDetail/000kOebp276jd2
495,Settle For Less,I Like That,3:09,https://y.qq.com/n/ryqq/songDetail/000jeRD3446vSY
496,刹那の誓い (feat. 由崎司),刹那の誓い (feat. 由崎司),3:40,https://y.qq.com/n/ryqq/songDetail/001vhZEd0cl0A3
497,伤心的时候可以听情歌,得到你的人却得不到你的心,3:37,https://y.qq.com/n/ryqq/songDetail/001n2tYj1ETlAr
498,伤心太平洋,爱像太平洋,4:26,https://y.qq.com/n/ryqq/songDetail/004BgYKS3hhzp8
499,山海不可平 (Inst.),曾梦想仗剑走天涯,1:53,https://y.qq.com/n/ryqq/songDetail/002uPoqb0jkc3Z
500,生死相随,秦时丽人明月心 电视剧原声带,3:50,https://y.qq.com/n/ryqq/songDetail/001GCplx1cW9T3
501,深海少女,voices in a bottle ～海を越え届いた歌声～,3:36,https://y.qq.com/n/ryqq/songDetail/003jP7z03xuaXM
502,沈园外,沈园外,3:43,https://y.qq.com/n/ryqq/songDetail/00333VYG3eXFtv
503,奢香夫人,最炫民族风,4:19,https://y.qq.com/n/ryqq/songDetail/003XMyG91NpwQ1
504,時代を越える想い II (跨越时代的思念 II),犬夜叉 時代を越える想い 音楽篇 (犬夜叉 超越时空的思念 音乐篇),2:27,https://y.qq.com/n/ryqq/songDetail/0040V4Ea3ZQOiC
505,是风动,蚍蜉渡海,4:48,https://y.qq.com/n/ryqq/songDetail/001gH5Ib2tlFDh
506,世间美好与你环环相扣,世间美好与你环环相扣,3:47,https://y.qq.com/n/ryqq/songDetail/004U2CFI0cWzws
507,时间煮雨（风吹雨成花）,时间煮雨（风吹雨成花）,4:00,https://y.qq.com/n/ryqq/songDetail/003IW8Md2VEF9D
508,世界不会崩坏,世界不会崩坏,3:27,https://y.qq.com/n/ryqq/songDetail/001VxFSd20qe4l
509,世界は恋に落ちている (我的世界已坠入爱河),世界は恋に落ちている (我的世界已坠入爱河),5:11,https://y.qq.com/n/ryqq/songDetail/0033zob1491R7d
510,十九岁的一天,十九岁的一天,4:54,https://y.qq.com/n/ryqq/songDetail/002WuByQ4eSjBv
511,十年,黑白灰,3:25,https://y.qq.com/n/ryqq/songDetail/001OyHbk2MSIi4
512,Shivers,Shivers,3:27,https://y.qq.com/n/ryqq/songDetail/0002kI4i1KS8eh
513,Shooting Star,Kep1going On,3:03,https://y.qq.com/n/ryqq/songDetail/0034Y0G037ckUo
514,收敛,收敛,3:24,https://y.qq.com/n/ryqq/songDetail/004P0r1L3AmzR2
515,手掌心,兰陵王 电视剧原声带,4:16,https://y.qq.com/n/ryqq/songDetail/001yDLni2xPWIu
516,霜雪千年,洛天依作品集,4:00,https://y.qq.com/n/ryqq/songDetail/001mzBxY4UVcAH
517,霜雪千年,霜雪千年（翻唱）,4:06,https://y.qq.com/n/ryqq/songDetail/0033PAYE2vqqyH
518,双鱼,双鱼,3:30,https://y.qq.com/n/ryqq/songDetail/0008yCWH0o4x2l
519,谁,谁,4:37,https://y.qq.com/n/ryqq/songDetail/0011LjbJ0Jc26m
520,水槽のブランコ (水槽的秋千),水槽のブランコ (水槽的秋千),4:27,https://y.qq.com/n/ryqq/songDetail/002sRAB52dfy2Y
521,瞬间的永恒 (钢琴曲),夜色钢琴曲 (原创),2:40,https://y.qq.com/n/ryqq/songDetail/0038H6er2K4oDl
522,说爱你,看我72变,3:46,https://y.qq.com/n/ryqq/songDetail/002UJg1T3tbCsK
523,四季予你,四季予你,4:08,https://y.qq.com/n/ryqq/songDetail/004bd0Av3rVEE3
524,Silent Scream,Silent Scream,3:40,https://y.qq.com/n/ryqq/songDetail/003T4teP3B4dYL
525,思念微醺,思念微醺,3:38,https://y.qq.com/n/ryqq/songDetail/001LnJ5O0ZActk
526,四月十一,《四月十一》,2:21,https://y.qq.com/n/ryqq/songDetail/002Idxil2nJaIC
527,Sketch Plane,Sincere Sarcasm,3:45,https://y.qq.com/n/ryqq/songDetail/000VZRQ32mi23F
528,Skin Deep,环球音乐极品典藏集 Lesson 7.5,3:28,https://y.qq.com/n/ryqq/songDetail/0032ggPy4KhjMu
529,So Far Away,So Far Away,3:03,https://y.qq.com/n/ryqq/songDetail/0002gGqW29HSs8
530,Something That I Already Know,Unbreakable,3:29,https://y.qq.com/n/ryqq/songDetail/003oy3Ni1w0IsV
531,Sorrow,I wish,4:43,https://y.qq.com/n/ryqq/songDetail/002vE7H93602Z8
532,Sparks Fly,Speak Now,4:20,https://y.qq.com/n/ryqq/songDetail/000z7hwX35SIw5
533,Stardrop Tears,Fragment of Eden,4:21,https://y.qq.com/n/ryqq/songDetail/002o1BpC0qgn4E
534,Stargazing,Breathing in the Moment,3:01,https://y.qq.com/n/ryqq/songDetail/003f9tog2jH8iz
535,Start a Fire,11:59 (Deluxe) [Explicit],3:19,https://y.qq.com/n/ryqq/songDetail/004GOMNY49oydd
536,Stitches,Handwritten (Deluxe),3:26,https://y.qq.com/n/ryqq/songDetail/004B0RaB3vJmI6
537,Stuttering (Album Version),Joy,3:09,https://y.qq.com/n/ryqq/songDetail/000d4aMe2NksJU
538,Such A Fool (Album Version),Believe,3:30,https://y.qq.com/n/ryqq/songDetail/002WxkPq3igNQW
539,Suisou No Buranko,Suisou No Buranko,2:26,https://y.qq.com/n/ryqq/songDetail/000qxPMy0FX6Sc
540,随心所欲Mercy,未知专辑,3:28,https://y.qq.com/n/ryqq/songDetail/001AdNUi0TiWcI
541,素颜,素颜,3:58,https://y.qq.com/n/ryqq/songDetail/004Gq0xE1YC8xp
542,他不懂,听！我们的歌,3:51,https://y.qq.com/n/ryqq/songDetail/002CtuAm1i0pI3
543,太陽と向日葵 (太阳与向日葵),太陽と向日葵 (太阳与向日葵),4:28,https://y.qq.com/n/ryqq/songDetail/001FFZvO26HzcR
544,Take Me Away,Take Me Away,3:37,https://y.qq.com/n/ryqq/songDetail/001qR40V3RNy7J
545,Take Me Hand,WONDER Tourism,4:19,https://y.qq.com/n/ryqq/songDetail/002PtoH04KOk2P
546,Take me hand,Take me hand,3:35,https://y.qq.com/n/ryqq/songDetail/003uhiXe4MZVae
547,叹云兮,叹云兮,4:43,https://y.qq.com/n/ryqq/songDetail/004FjJo32TISsY
548,桃源恋歌,G.R.N.D.,3:49,https://y.qq.com/n/ryqq/songDetail/004LGE2j1yIblb
549,踏破风的少年,踏破风的少年,4:13,https://y.qq.com/n/ryqq/songDetail/003aq0sQ3d1Jo9
550,踏雪,予·君,3:30,https://y.qq.com/n/ryqq/songDetail/003ylF5g4RhTSJ
551,That Girl,24 HRS (Deluxe),2:56,https://y.qq.com/n/ryqq/songDetail/004R2ZVY1Xt5oN
552,The Edge of the White Rock,Song of the Irish Whistle 2,4:51,https://y.qq.com/n/ryqq/songDetail/004Pl0ZX1jOTof
553,离开的一路上,半熟理想,4:14,https://y.qq.com/n/ryqq/songDetail/000o6wIc2XgNv1
554,Like A Star,UTOPIA,5:44,https://y.qq.com/n/ryqq/songDetail/001hVCqo4Zzu4R
555,淋雨一直走,有形的翅膀,3:24,https://y.qq.com/n/ryqq/songDetail/000jgeta4Havfd
556,六等星の夜 (六等星之夜),六等星の夜 / 悲しみはオーロラに / TWINKLE TWINKLE LITTLE STAR (六等星之夜 / 悲伤化作极光 / TWINKLE TWINKLE LITTLE STAR),5:37,https://y.qq.com/n/ryqq/songDetail/000GjGZr3R2Abd
557,流恋,新白发魔女传 电视剧原声带,4:05,https://y.qq.com/n/ryqq/songDetail/003XqMCQ4WCqVH
558,理想三旬,浓烟下的诗歌电台,3:30,https://y.qq.com/n/ryqq/songDetail/002Yzfab3R9lMM
559,Lost in Paradise (迷失在天堂),Finding Paradise,5:35,https://y.qq.com/n/ryqq/songDetail/002uZIdJ10hTlu
560,Love Is Gone (Remix),Love Is Gone,3:43,https://y.qq.com/n/ryqq/songDetail/003GKQjS4fb0VC
561,Love The Way You Lie (Explicit),Recovery (Explicit),4:23,https://y.qq.com/n/ryqq/songDetail/0026hpzS3nwh59
562,Love The Way You Lie (Part II),Loud (Japan Version) [Explicit],4:56,https://y.qq.com/n/ryqq/songDetail/003tOBHK3LrVn6
563,Love you like I do,Almost Famous,3:54,https://y.qq.com/n/ryqq/songDetail/002DB8TT10Vnow
564,轮回之境,弦上春雪,4:11,https://y.qq.com/n/ryqq/songDetail/001wl0By0P1oYH
565,落花,美人心计 电视剧原声带,3:26,https://y.qq.com/n/ryqq/songDetail/001xXhSJ3eF9V2
566,罗马假期,失业情歌,3:42,https://y.qq.com/n/ryqq/songDetail/002BRn6x3Ygf2X
567,庐州月,寻雾启示,4:15,https://y.qq.com/n/ryqq/songDetail/001LuLtP1LqITK
568,Maiochiruhanabira (Fallin' Flower),Seventeen Music Piano Collection,3:28,https://y.qq.com/n/ryqq/songDetail/001c5NES1yZkU4
569,美丽的神话,忘不了你,4:52,https://y.qq.com/n/ryqq/songDetail/001I6gzS3LufWy
570,美丽的神话,神话 电视剧原声带,5:25,https://y.qq.com/n/ryqq/songDetail/003fgLaa0Jbhku
571,没有如果,静茹 & 情歌 别再为他流泪,4:27,https://y.qq.com/n/ryqq/songDetail/001bef6o43zabi
572,梦的光点,Cyndi With U,3:51,https://y.qq.com/n/ryqq/songDetail/001SU8wX02axe6
573,梦返,梦返,4:41,https://y.qq.com/n/ryqq/songDetail/002uJsik1HQOYw
574,梦回还,狐妖小红娘 动画原声带,4:10,https://y.qq.com/n/ryqq/songDetail/0023CVP23SH17s
575,梦太晚,梦太晚,4:15,https://y.qq.com/n/ryqq/songDetail/00301vrC14cTmK
576,Mercy Mirror,Resist (Extended Deluxe),3:49,https://y.qq.com/n/ryqq/songDetail/0037zxyn32aNrV
577,明天过后,听！我们的歌,3:58,https://y.qq.com/n/ryqq/songDetail/004Eiwhc3TSX8E
578,命运,兰陵王 电视剧原声带,3:50,https://y.qq.com/n/ryqq/songDetail/000KOu5r16cFi5
579,MIRAI (未来),MIRAI (未来),5:42,https://y.qq.com/n/ryqq/songDetail/000QY3OT3H36KI
580,Missin' U,Missin'U,5:39,https://y.qq.com/n/ryqq/songDetail/003AH5dF3P8HEv
581,missing you,missing you,3:02,https://y.qq.com/n/ryqq/songDetail/002aRoDQ0MkPod
582,Mood (Lil Ghost Remix|Explicit),Mood (Lil Ghost Remix) [Explicit],3:17,https://y.qq.com/n/ryqq/songDetail/000DfsWV2zWb6l
583,Moon Halo,"Moon Halo (from ""Honkai Impact 3rd"")",3:22,https://y.qq.com/n/ryqq/songDetail/001O9R9W1ILVcs
584,Moon Halo,Moon Halo,3:24,https://y.qq.com/n/ryqq/songDetail/0046nZaJ2hN1xy
585,莫失莫忘,仙剑奇侠传 电视原创配乐,3:19,https://y.qq.com/n/ryqq/songDetail/0037skPJ27TaTo
586,模特,模特,5:06,https://y.qq.com/n/ryqq/songDetail/002FRBul05dgjC
587,莫问归期,莫问归期,3:39,https://y.qq.com/n/ryqq/songDetail/0019R76z1e6XRQ
588,暮春,季物语：春,2:53,https://y.qq.com/n/ryqq/songDetail/0036p6OB01jt7G
589,目及皆是你,目及皆是你,3:51,https://y.qq.com/n/ryqq/songDetail/00126fAV2ZKaOd
590,暮色回响,神啊可不可以让我感受一下,2:58,https://y.qq.com/n/ryqq/songDetail/003TjJPk1XR0yu
591,Music Box (Album Version|Explicit),Relapse: Refill (Explicit),5:04,https://y.qq.com/n/ryqq/songDetail/002dQGvc4Uc318
592,MY ALL,GUILTY (原罪),5:27,https://y.qq.com/n/ryqq/songDetail/000MVTIY46yuCl
593,My Cookie Can,Serving You,3:40,https://y.qq.com/n/ryqq/songDetail/00114qFc2fc81B
594,My Love,Coast To Coast (Expanded Edition),3:53,https://y.qq.com/n/ryqq/songDetail/001cuorY1VFcP1
595,My Song,Crow Song,4:53,https://y.qq.com/n/ryqq/songDetail/0019RsYE1cwXvP
596,My Soul (我的灵魂),Time,3:50,https://y.qq.com/n/ryqq/songDetail/0015xqSa3G50mK
597,"My Soul, Your Beats!","My Soul, Your Beats!/Brave Song",4:35,https://y.qq.com/n/ryqq/songDetail/003lUTWi4APlUs
598,"My Soul, Your Beats! (Gldemo ver.)",Keep The Beats!,4:44,https://y.qq.com/n/ryqq/songDetail/000p2ZMF3L4q4N
599,那就让眼泪落下,那就让眼泪落下,2:25,https://y.qq.com/n/ryqq/songDetail/004Bn0lO3Xvq8q
600,那么骄傲,那么骄傲,4:14,https://y.qq.com/n/ryqq/songDetail/0048rIbs0iQRRR
601,南山南,孤岛,5:25,https://y.qq.com/n/ryqq/songDetail/001abixR3f8L59
602,难以抗拒你的容颜,张信哲选哲情歌二十载,3:57,https://y.qq.com/n/ryqq/songDetail/004drM2B1hIyCW
603,闹啥子嘛闹 (Live),2015湖南卫视跨年演唱会,4:37,https://y.qq.com/n/ryqq/songDetail/003werk00X8me6
604,那时雨,那时雨,3:34,https://y.qq.com/n/ryqq/songDetail/0013aGOv4ZNeXI
605,那一天从梦中醒来,那一天从梦中醒来,3:45,https://y.qq.com/n/ryqq/songDetail/001qqz9R2YO0rj
606,Next World,Next World,3:09,https://y.qq.com/n/ryqq/songDetail/003BLQXo1AOsRe
607,年少有为,耳朵,4:39,https://y.qq.com/n/ryqq/songDetail/004DXFlC0nsTCZ
608,你曾是少年,你曾是少年,4:26,https://y.qq.com/n/ryqq/songDetail/000yIGC14RGJ0I
609,Night Changes,FOUR,3:46,https://y.qq.com/n/ryqq/songDetail/001gYwne06kwY8
610,ninelie,ナインリィイーピー,4:20,https://y.qq.com/n/ryqq/songDetail/002tXCu72qRNWC
611,宁愿,宁愿,3:50,https://y.qq.com/n/ryqq/songDetail/001RqwuI2wx3vk
612,逆态度,逆战 游戏原声带,3:54,https://y.qq.com/n/ryqq/songDetail/0021P2KP3FSpB3
613,逆战,听！我们的歌,3:50,https://y.qq.com/n/ryqq/songDetail/004JXsYP16vTDP
614,逆さまの蝶 (逆转之蝶),逆さまの蝶 (Sakasakano Cho),4:33,https://y.qq.com/n/ryqq/songDetail/001QSETS0Wukp2
615,No Big Deal (Album Version),A Wonderful Life,3:57,https://y.qq.com/n/ryqq/songDetail/0010rodV3nhNSL
616,No Reason (Explicit),More Reefer More Madness (Explicit),3:38,https://y.qq.com/n/ryqq/songDetail/000NZ6zV1haK1q
617,Nobody's Home,Under My Skin,3:32,https://y.qq.com/n/ryqq/songDetail/003A1Gke3n6tpG
618,Nothing In The World,Ladies Night,3:58,https://y.qq.com/n/ryqq/songDetail/000Tgv0k28r9u2
619,Now That You're Gone,Young & Restless,3:42,https://y.qq.com/n/ryqq/songDetail/004dME2l2RvRZL
620,Numb,Meteora (Bonus Edition),3:07,https://y.qq.com/n/ryqq/songDetail/002nrqyW0p5LDT
621,挪威的森林,爱情的尽头,6:31,https://y.qq.com/n/ryqq/songDetail/000KNvtW2RZsdC
622,One -epilogue-,Sun Dance,4:03,https://y.qq.com/n/ryqq/songDetail/004SwcFq0jxXxZ
623,only my railgun,the very best of fripSide 2009-2020,4:14,https://y.qq.com/n/ryqq/songDetail/002io2cy3cYxzH
624,Out Of My Hands,The Secret,3:29,https://y.qq.com/n/ryqq/songDetail/002eCTqv3WN2eK
625,彷徨える空 (彷徨之空),Point.,4:05,https://y.qq.com/n/ryqq/songDetail/002TXm2c0OA7is
626,Payphone,Payphone,3:51,https://y.qq.com/n/ryqq/songDetail/002JHPWO1FdCVQ
627,陪我长大,陪我长大,3:56,https://y.qq.com/n/ryqq/songDetail/002tddiF2Bsv7s
628,Pendulum,Pendulum,3:59,https://y.qq.com/n/ryqq/songDetail/002JepRq0MG1fa
629,Perfect The Way You Are,Worlds Collide,3:44,https://y.qq.com/n/ryqq/songDetail/0002mkFQ4Zc387
630,偏爱,破天荒,3:32,https://y.qq.com/n/ryqq/songDetail/003Ho2cO2RXwUc
631,偏爱,爱情部落格 情歌精选辑,3:32,https://y.qq.com/n/ryqq/songDetail/003vYIL32Ytasv
632,偏爱 (钢琴版),偏爱 (钢琴版),3:36,https://y.qq.com/n/ryqq/songDetail/003LsGIO3Yj8VX
633,骗子,骗子,3:33,https://y.qq.com/n/ryqq/songDetail/003BbzZQ03n0rH
634,平凡之路,猎户星座,5:01,https://y.qq.com/n/ryqq/songDetail/000T1Ws32MWrUj
635,Plus de sens,Nonante-Cinq,3:29,https://y.qq.com/n/ryqq/songDetail/002qCswl3JbkxE
636,Prover,eyes,4:01,https://y.qq.com/n/ryqq/songDetail/0031G8Te2y40Ez
637,Pt. 2 (Explicit),The Life Of Pablo (Explicit),2:10,https://y.qq.com/n/ryqq/songDetail/002ddeDH23nyNj
638,Pull Me In Again,Brittany Underwood EP,3:32,https://y.qq.com/n/ryqq/songDetail/004EMYtx1RCviz
639,千年幻想郷（東方永夜抄）四重奏-Quartet- (千年幻想乡),東方四重奏 Full Moon (永夜抄 String Quartet),4:07,https://y.qq.com/n/ryqq/songDetail/002gNkRA40KuV3
640,千年泪,天外飞仙 电视原声带,4:20,https://y.qq.com/n/ryqq/songDetail/000pSaox3e7R2P
641,牵丝戏,牵丝戏,3:59,https://y.qq.com/n/ryqq/songDetail/001e7VNQ43nv4W
642,千と千尋の神隠し:いつも何度でも (千与千寻：永远同在),the ジブリ set,5:10,https://y.qq.com/n/ryqq/songDetail/001S7Xro3nsGOv
643,桥边姑娘,桥边姑娘,3:03,https://y.qq.com/n/ryqq/songDetail/001zLvbN1NYMuv
644,起风了,起风了,5:11,https://y.qq.com/n/ryqq/songDetail/002w57E00BGzXn
645,奇迹再现,迪迦奥特曼,3:56,https://y.qq.com/n/ryqq/songDetail/002YPtce1yOIBO
646,七秒钟的记忆,北京巷弄,3:23,https://y.qq.com/n/ryqq/songDetail/003o0Acd4PWz2j
647,青春コンプレックス (青春症候群),青春コンプレックス,3:25,https://y.qq.com/n/ryqq/songDetail/002twKXV46cPL5
648,青花,蓝色土耳其,4:57,https://y.qq.com/n/ryqq/songDetail/002MFDAV3rPFlo
649,青花瓷,我很忙,3:59,https://y.qq.com/n/ryqq/songDetail/002qU5aY3Qu24y
650,情人劫,情人劫,3:15,https://y.qq.com/n/ryqq/songDetail/001yauwa38w0XS
651,晴天,叶惠美,4:29,https://y.qq.com/n/ryqq/songDetail/0039MnYb0qxYhV
